State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Ron Paul [ 14 ] Libertarian_Votes,Ron Paul [ 14 ] Libertarian_Pct,Leonora Fulani [ 14 ] Independent_Votes,Leonora Fulani [ 14 ] Independent_Pct,Various candidates [ 14 ] Other parties_Votes,Various candidates [ 14 ] Other parties_Pct,Ron Paul Libertarian_Votes,Ron Paul Libertarian_Pct,Lenora Fulani New Alliance_Votes,Lenora Fulani New Alliance_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Various candidates [ 4 ] Other parties_Votes,Various candidates [ 4 ] Other parties_Pct,Ron Paul [ 18 ] Libertarian_Votes,Ron Paul [ 18 ] Libertarian_Pct,Leonora Fulani [ 18 ] New Alliance_Votes,Leonora Fulani [ 18 ] New Alliance_Pct,Ronald Paul Libertarian_Votes,Ronald Paul Libertarian_Pct,Leonora Fulani Independent_Votes,Leonora Fulani Independent_Pct,Leonora Fulani Illinois Solidarity_Votes,Leonora Fulani Illinois Solidarity_Pct,Edward Winn Socialist_Votes,Edward Winn Socialist_Pct,Lyndon LaRouche Independent_Votes,Lyndon LaRouche Independent_Pct,Ron Paul Independent_Votes,Ron Paul Independent_Pct,David Duke [ 4 ] Populist_Votes,David Duke [ 4 ] Populist_Pct,Ron Paul [ 4 ] Libertarian_Votes,Ron Paul [ 4 ] Libertarian_Pct,Leonora Fulani [ 4 ] New Alliance_Votes,Leonora Fulani [ 4 ] New Alliance_Pct,David Duke Independent Populist_Votes,David Duke Independent Populist_Pct,Ron Paul [ 3 ] Libertarian_Votes,Ron Paul [ 3 ] Libertarian_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,David Duke Independent_Votes,David Duke Independent_Pct,Leonora Fulani New Alliance_Votes,Leonora Fulani New Alliance_Pct,None of These Candidates_Votes,None of These Candidates_Pct,Lenora Fulani [ 3 ] New Alliance_Votes,Lenora Fulani [ 3 ] New Alliance_Pct,Ron Paul Write-in_Votes,Ron Paul Write-in_Pct,Lyndon LaRouche National Economic Recovery_Votes,Lyndon LaRouche National Economic Recovery_Pct,James Warren Socialist Workers_Votes,James Warren Socialist Workers_Pct,Ron Paul [ 2 ] Libertarian_Votes,Ron Paul [ 2 ] Libertarian_Pct,Lenora Fulani [ 2 ] New Alliance_Votes,Lenora Fulani [ 2 ] New Alliance_Pct,Lenora Branch Fulani [ 4 ] Independent_Votes,Lenora Branch Fulani [ 4 ] Independent_Pct,Leonora Fulani United Citizens_Votes,Leonora Fulani United Citizens_Pct,Lenora Fulani New Alliance Party_Votes,Lenora Fulani New Alliance Party_Pct,James Warren Socialist Workers Party_Votes,James Warren Socialist Workers Party_Pct,Delmar Dennis American_Votes,Delmar Dennis American_Pct,Various candidates [ 4 ] Write-ins_Votes,Various candidates [ 4 ] Write-ins_Pct,Lenora Fulani [ 16 ] Independent_Votes,Lenora Fulani [ 16 ] Independent_Pct,Ron Paul [ 16 ] Libertarian_Votes,Ron Paul [ 16 ] Libertarian_Pct,Total_Votes,Winner,Winner_Pct
Arkansas,Benton__AR,9399,27.55,24295,71.23,0,0,0,0,0,0,0,0,0,0,416,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34110,Republican,71.23
Arkansas,Boone__AR,3998,33.84,7567,64.04,0,0,0,0,0,0,0,0,0,0,251,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11816,Republican,64.04
Arkansas,Bradley__AR,2167,50.76,2089,48.93,0,0,0,0,0,0,0,0,0,0,13,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4269,Democrat,50.76
Arkansas,Calhoun__AR,1024,43.69,1316,56.14,0,0,0,0,0,0,0,0,0,0,4,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344,Republican,56.14
Arkansas,Carroll__AR,2632,36.29,4553,62.77,0,0,0,0,0,0,0,0,0,0,68,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7253,Republican,62.77
Arkansas,Chicot__AR,2426,55.82,1901,43.74,0,0,0,0,0,0,0,0,0,0,19,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4346,Democrat,55.82
Arkansas,Clark__AR,4675,57.5,3389,41.69,0,0,0,0,0,0,0,0,0,0,66,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8130,Democrat,57.5
Arkansas,Clay__AR,3442,55.16,2766,44.33,0,0,0,0,0,0,0,0,0,0,32,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6240,Democrat,55.16
Arkansas,Cleburne__AR,3404,40.62,4932,58.85,0,0,0,0,0,0,0,0,0,0,45,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8381,Republican,58.85
Arkansas,Cleveland__AR,1404,48.73,1462,50.75,0,0,0,0,0,0,0,0,0,0,15,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2881,Republican,50.75
Arkansas,Columbia__AR,3706,37.81,5810,59.27,0,0,0,0,0,0,0,0,0,0,286,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9802,Republican,59.27
Arkansas,Conway__AR,4134,50.18,4066,49.35,0,0,0,0,0,0,0,0,0,0,39,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8239,Democrat,50.18
Arkansas,Craighead__AR,9083,42.02,11887,54.99,0,0,0,0,0,0,0,0,0,0,645,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21615,Republican,54.99
Arkansas,Crawford__AR,3582,27.91,9092,70.85,0,0,0,0,0,0,0,0,0,0,158,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12832,Republican,70.85
Arkansas,Crittenden__AR,6702,46.59,7441,51.73,0,0,0,0,0,0,0,0,0,0,241,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14384,Republican,51.73
Arkansas,Cross__AR,2989,48.12,3186,51.29,0,0,0,0,0,0,0,0,0,0,37,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6212,Republican,51.29
Arkansas,Dallas__AR,1990,50.28,1947,49.19,0,0,0,0,0,0,0,0,0,0,21,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3958,Democrat,50.28
Arkansas,Desha__AR,2859,52.6,2334,42.94,0,0,0,0,0,0,0,0,0,0,242,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5435,Democrat,52.6
Arkansas,Drew__AR,2578,45.87,2995,53.29,0,0,0,0,0,0,0,0,0,0,47,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5620,Republican,53.29
Arkansas,Faulkner__AR,7302,39.95,10678,58.42,0,0,0,0,0,0,0,0,0,0,299,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18279,Republican,58.42
Arkansas,Franklin__AR,2458,40.37,3588,58.93,0,0,0,0,0,0,0,0,0,0,43,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6089,Republican,58.93
Arkansas,Fulton__AR,2018,51,1918,48.47,0,0,0,0,0,0,0,0,0,0,21,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3957,Democrat,51
Arkansas,Garland__AR,11406,36.05,19281,60.93,0,0,0,0,0,0,0,0,0,0,955,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31642,Republican,60.93
Arkansas,Grant__AR,2142,43.68,2717,55.4,0,0,0,0,0,0,0,0,0,0,45,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4904,Republican,55.4
Arkansas,Greene__AR,5065,49.13,5161,50.06,0,0,0,0,0,0,0,0,0,0,84,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10310,Republican,50.06
Arkansas,Hempstead__AR,3841,49.25,3938,50.49,0,0,0,0,0,0,0,0,0,0,20,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7799,Republican,50.49
Arkansas,Hot_Spring__AR,5090,54.12,4181,44.46,0,0,0,0,0,0,0,0,0,0,134,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9405,Democrat,54.12
Arkansas,Howard__AR,1818,41.92,2510,57.87,0,0,0,0,0,0,0,0,0,0,9,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4337,Republican,57.87
Arkansas,Independence__AR,4523,40.36,6637,59.22,0,0,0,0,0,0,0,0,0,0,48,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11208,Republican,59.22
Arkansas,Izard__AR,2652,48.07,2824,51.19,0,0,0,0,0,0,0,0,0,0,41,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517,Republican,51.19
Arkansas,Jackson__AR,4199,57.71,3049,41.9,0,0,0,0,0,0,0,0,0,0,28,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7276,Democrat,57.71
Arkansas,Jefferson__AR,16664,56.01,12520,42.08,0,0,0,0,0,0,0,0,0,0,568,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29752,Democrat,56.01
Arkansas,Johnson__AR,2818,40.6,4046,58.29,0,0,0,0,0,0,0,0,0,0,77,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6941,Republican,58.29
Arkansas,Lafayette__AR,1915,50.39,1860,48.95,0,0,0,0,0,0,0,0,0,0,25,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,Democrat,50.39
Arkansas,Lawrence__AR,3179,49.51,3205,49.91,0,0,0,0,0,0,0,0,0,0,37,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6421,Republican,49.91
Arkansas,Lee__AR,2878,59.81,1863,38.72,0,0,0,0,0,0,0,0,0,0,71,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812,Democrat,59.81
Arkansas,Lincoln__AR,2204,58.09,1557,41.04,0,0,0,0,0,0,0,0,0,0,33,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3794,Democrat,58.09
Arkansas,Little_River__AR,2740,53.53,2347,45.85,0,0,0,0,0,0,0,0,0,0,32,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5119,Democrat,53.53
Arkansas,Logan__AR,1254,35.79,2203,62.87,0,0,0,0,0,0,0,0,0,0,47,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504,Republican,62.87
Arkansas,Lonoke__AR,4786,39.59,7215,59.68,0,0,0,0,0,0,0,0,0,0,89,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12090,Republican,59.68
Arkansas,Madison__AR,2106,40.32,3067,58.72,0,0,0,0,0,0,0,0,0,0,50,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5223,Republican,58.72
Arkansas,Marion__AR,2033,39.26,2993,57.8,0,0,0,0,0,0,0,0,0,0,152,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5178,Republican,57.8
Arkansas,Miller__AR,5437,43.05,7110,56.3,0,0,0,0,0,0,0,0,0,0,82,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12629,Republican,56.3
Arkansas,Mississippi__AR,6759,45.4,7841,52.67,0,0,0,0,0,0,0,0,0,0,288,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14888,Republican,52.67
Arkansas,Monroe__AR,2052,51.66,1862,46.88,0,0,0,0,0,0,0,0,0,0,58,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972,Democrat,51.66
Arkansas,Montgomery__AR,1362,43.53,1752,55.99,0,0,0,0,0,0,0,0,0,0,15,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3129,Republican,55.99
Arkansas,Nevada__AR,1732,50.07,1714,49.55,0,0,0,0,0,0,0,0,0,0,13,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3459,Democrat,50.07
Arkansas,Newton__AR,1489,36.87,2504,62,0,0,0,0,0,0,0,0,0,0,46,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4039,Republican,62
Arkansas,Ouachita__AR,5229,43.42,6297,52.29,0,0,0,0,0,0,0,0,0,0,517,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12043,Republican,52.29
Arkansas,Perry__AR,1470,46.99,1627,52.01,0,0,0,0,0,0,0,0,0,0,31,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128,Republican,52.01
Arkansas,Phillips__AR,5580,56.59,3892,39.47,0,0,0,0,0,0,0,0,0,0,389,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9861,Democrat,56.59
Arkansas,Pike__AR,1681,44.27,2105,55.44,0,0,0,0,0,0,0,0,0,0,11,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3797,Republican,55.44
Arkansas,Poinsett__AR,3873,51.19,3644,48.16,0,0,0,0,0,0,0,0,0,0,49,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7566,Democrat,51.19
Arkansas,Polk__AR,2390,36.24,4099,62.15,0,0,0,0,0,0,0,0,0,0,106,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6595,Republican,62.15
Arkansas,Pope__AR,4941,32.67,10084,66.68,0,0,0,0,0,0,0,0,0,0,98,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15123,Republican,66.68
Arkansas,Prairie__AR,1688,46.17,1947,53.25,0,0,0,0,0,0,0,0,0,0,21,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656,Republican,53.25
Arkansas,Pulaski__AR,55857,43.53,70562,54.98,0,0,0,0,0,0,0,0,0,0,1914,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128333,Republican,54.98
Arkansas,Randolph__AR,2781,51.33,2560,47.25,0,0,0,0,0,0,0,0,0,0,77,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5418,Democrat,51.33
Arkansas,St__Francis__AR,4656,51.85,4298,47.86,0,0,0,0,0,0,0,0,0,0,26,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8980,Democrat,51.85
Arkansas,Saline__AR,8436,40.22,12353,58.89,0,0,0,0,0,0,0,0,0,0,188,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20977,Republican,58.89
Arkansas,Scott__AR,1707,40.05,2507,58.82,0,0,0,0,0,0,0,0,0,0,48,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4262,Republican,58.82
Arkansas,Searcy__AR,1340,32.34,2743,66.21,0,0,0,0,0,0,0,0,0,0,60,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4143,Republican,66.21
Arkansas,Sebastian__AR,9684,28.13,24426,70.94,0,0,0,0,0,0,0,0,0,0,322,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34432,Republican,70.94
Arkansas,Sevier__AR,2037,47.08,2254,52.09,0,0,0,0,0,0,0,0,0,0,36,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4327,Republican,52.09
Arkansas,Sharp__AR,2955,44.69,3623,54.79,0,0,0,0,0,0,0,0,0,0,34,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6612,Republican,54.79
Arkansas,Stone__AR,1728,43.61,2186,55.17,0,0,0,0,0,0,0,0,0,0,48,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3962,Republican,55.17
Arkansas,Union__AR,5931,34.37,10581,61.32,0,0,0,0,0,0,0,0,0,0,744,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17256,Republican,61.32
Arkansas,Van_Buren__AR,2607,41.99,3562,57.37,0,0,0,0,0,0,0,0,0,0,40,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6209,Republican,57.37
Arkansas,Washington__AR,12557,34.25,23601,64.38,0,0,0,0,0,0,0,0,0,0,500,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36658,Republican,64.38
Arkansas,White__AR,6957,38.15,11094,60.84,0,0,0,0,0,0,0,0,0,0,183,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18234,Republican,60.84
Arkansas,Woodruff__AR,1924,63.41,1097,36.16,0,0,0,0,0,0,0,0,0,0,13,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3034,Democrat,63.41
Arkansas,Yell__AR,2763,43.64,3535,55.84,0,0,0,0,0,0,0,0,0,0,33,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6331,Republican,55.84
California,Alameda__CA,310283,64.78,162815,33.99,0,0,0,0,0,0,0,0,0,0,5899,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478997,Democrat,64.78
California,Alpine__CA,230,41.67,306,55.43,0,0,0,0,0,0,0,0,0,0,16,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,Republican,55.43
California,Amador__CA,5197,42.12,6893,55.87,0,0,0,0,0,0,0,0,0,0,248,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12338,Republican,55.87
California,Butte__CA,30406,42.45,40143,56.04,0,0,0,0,0,0,0,0,0,0,1082,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71631,Republican,56.04
California,Calaveras__CA,5674,41.8,7640,56.28,0,0,0,0,0,0,0,0,0,0,260,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13574,Republican,56.28
California,Colusa__CA,2022,39.1,3077,59.49,0,0,0,0,0,0,0,0,0,0,73,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5172,Republican,59.49
California,Contra_Costa__CA,169411,51.1,158652,47.86,0,0,0,0,0,0,0,0,0,0,3448,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331511,Democrat,51.1
California,Del_Norte__CA,3587,48.03,3714,49.73,0,0,0,0,0,0,0,0,0,0,167,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7468,Republican,49.73
California,El_Dorado__CA,19801,39.13,30021,59.33,0,0,0,0,0,0,0,0,0,0,781,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50603,Republican,59.33
California,Fresno__CA,92635,48.79,94835,49.95,0,0,0,0,0,0,0,0,0,0,2400,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189870,Republican,49.95
California,Glenn__CA,2894,36.33,4944,62.06,0,0,0,0,0,0,0,0,0,0,128,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7966,Republican,62.06
California,Humboldt__CA,29781,57.11,21460,41.15,0,0,0,0,0,0,0,0,0,0,905,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52146,Democrat,57.11
California,Imperial__CA,10243,43.84,12889,55.16,0,0,0,0,0,0,0,0,0,0,233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23365,Republican,55.16
California,Inyo__CA,2653,33.85,5042,64.34,0,0,0,0,0,0,0,0,0,0,142,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7837,Republican,64.34
California,Kern__CA,55083,37.4,90550,61.48,0,0,0,0,0,0,0,0,0,0,1660,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147293,Republican,61.48
California,Kings__CA,9142,42.56,12118,56.41,0,0,0,0,0,0,0,0,0,0,222,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21482,Republican,56.41
California,Lake__CA,9828,50.39,9366,48.03,0,0,0,0,0,0,0,0,0,0,308,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19502,Democrat,50.39
California,Lassen__CA,3446,39.15,5157,58.59,0,0,0,0,0,0,0,0,0,0,199,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8802,Republican,58.59
California,Los_Angeles__CA,1372352,51.89,1239716,46.88,0,0,0,0,0,0,0,0,0,0,32603,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2644671,Democrat,51.89
California,Madera__CA,10642,43.83,13255,54.59,0,0,0,0,0,0,0,0,0,0,384,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,Republican,54.59
California,Marin__CA,69394,58.85,46855,39.73,0,0,0,0,0,0,0,0,0,0,1671,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117920,Democrat,58.85
California,Mariposa__CA,2998,43.39,3768,54.53,0,0,0,0,0,0,0,0,0,0,144,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6910,Republican,54.53
California,Mendocino__CA,17152,55.42,12979,41.94,0,0,0,0,0,0,0,0,0,0,816,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30947,Democrat,55.42
California,Merced__CA,20105,47.4,21717,51.2,0,0,0,0,0,0,0,0,0,0,592,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42414,Republican,51.2
California,Modoc__CA,1416,35.25,2518,62.68,0,0,0,0,0,0,0,0,0,0,83,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4017,Republican,62.68
